Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-01-16 00:00:00-05:00,3.532152891159058,3.532152891159058,3.532152891159058,3.5321528911590576,3200,0.0,0.0
2001-01-17 00:00:00-05:00,3.532152891159058,3.532152891159058,3.532152891159058,3.5321528911590576,122800,0.0,0.0
2001-01-18 00:00:00-05:00,3.649891029704701,3.885367870330811,3.649891029704701,3.8853678703308105,167200,0.0,0.0
2001-01-19 00:00:00-05:00,3.944236985088265,4.032540798187256,3.944236985088265,4.032540798187256,59600,0.0,0.0
2001-01-22 00:00:00-05:00,4.003103726530728,4.356318761224616,4.003103726530728,4.297449588775635,146800,0.0,0.0
2001-01-23 00:00:00-05:00,4.238584899902343,4.50349645614624,4.238584899902343,4.415192604064941,76000,0.0,0.0
2001-01-24 00:00:00-05:00,4.356318761224616,4.356318761224616,4.297449588775635,4.297449588775635,560000,0.0,0.0
2001-01-25 00:00:00-05:00,4.385757986704508,4.415192604064941,4.356323369344075,4.415192604064941,143200,0.0,0.0
2001-01-26 00:00:00-05:00,4.356321334838867,4.371038636645755,4.356321334838867,4.356321334838867,82000,0.0,0.0
2001-01-29 00:00:00-05:00,4.361032623903754,4.415192207185788,4.332775196157671,4.40341854095459,262000,0.0,0.0
2001-01-30 00:00:00-05:00,4.4034177150792395,4.4034177150792395,4.321000719508699,4.3798699378967285,339200,0.0,0.0
2001-01-31 00:00:00-05:00,4.403418936775415,4.485835506075333,4.403418936775415,4.415192604064941,326000,0.0,0.0
2001-02-01 00:00:00-05:00,4.474061700812923,4.992111130035377,4.4175472911200995,4.9214677810668945,2556800,0.0,0.0
2001-02-02 00:00:00-05:00,4.886143962563956,4.945013166932197,4.85082252977029,4.904982089996338,795600,0.0,0.0
2001-02-05 00:00:00-05:00,4.909693568767345,5.050979801873505,4.6906999748232785,4.7024736404418945,644800,0.0,0.0
2001-02-06 00:00:00-05:00,4.685988143231999,4.714245556327724,4.6506667137146,4.6506667137146,1338800,0.0,0.0
2001-02-07 00:00:00-05:00,4.638892744428086,4.709535598754883,4.62711863594941,4.709535598754883,1350400,0.0,0.0
2001-02-08 00:00:00-05:00,4.709537212665264,4.747213474435669,4.591798782348633,4.591798782348633,578800,0.0,0.0
2001-02-09 00:00:00-05:00,4.59179751480682,4.6506667137146,4.59179751480682,4.6506667137146,441600,0.0,0.0
2001-02-12 00:00:00-05:00,4.650666304599833,4.650666304599833,4.54470157623291,4.54470157623291,327200,0.0,0.0
2001-02-13 00:00:00-05:00,4.5447011711644745,4.6012159873472145,4.532927513122559,4.532927513122559,648800,0.0,0.0
2001-02-14 00:00:00-05:00,4.5329290672235425,4.5329290672235425,4.490543165122743,4.492897987365723,135600,0.0,0.0
2001-02-15 00:00:00-05:00,4.497610267877818,4.509383936856785,4.309228420257568,4.309228420257568,454400,0.0,0.0
2001-02-16 00:00:00-05:00,4.262132294528154,4.262132294528154,4.097298272702773,4.255067825317383,427200,0.0,0.0
2001-02-20 00:00:00-05:00,4.2550669470861795,4.2739050786235335,4.193842907305657,4.259776592254639,1000400,0.0,0.0
2001-02-21 00:00:00-05:00,4.259775838860866,4.259775838860866,4.2150351159464154,4.257421016693115,443600,0.0,0.0
2001-02-22 00:00:00-05:00,4.257419179693517,4.2715476574674325,4.215033297235561,4.245645523071289,623600,0.0,0.0
2001-02-23 00:00:00-05:00,4.262131702770146,4.403417923413234,4.238583924473546,4.34454870223999,1222800,0.0,0.0
2001-02-26 00:00:00-05:00,4.356321635999178,4.502317477636481,4.356321635999178,4.47406005859375,1182400,0.0,0.0
2001-02-27 00:00:00-05:00,4.474057308056893,4.474057308056893,4.450509548187256,4.450509548187256,690000,0.0,0.0
2001-02-28 00:00:00-05:00,4.450512284247548,4.47406005859375,4.438738621642666,4.47406005859375,326000,0.0,0.0
2001-03-01 00:00:00-05:00,4.450513655015959,4.450513655015959,4.40341854095459,4.40341854095459,155200,0.0,0.0
2001-03-02 00:00:00-05:00,4.415190973025353,4.429319458380827,4.4034173100851985,4.417545795440674,836800,0.0,0.0
2001-03-05 00:00:00-05:00,4.415188297999893,4.48583113111342,4.415188297999893,4.476412296295166,402800,0.0,0.0
2001-03-06 00:00:00-05:00,4.476415615822617,4.497608571299743,4.426965236663818,4.426965236663818,610000,0.0,0.0
2001-03-07 00:00:00-05:00,4.426965652489255,4.471706390380859,4.426965652489255,4.471706390380859,89600,0.0,0.0
2001-03-08 00:00:00-05:00,4.46935114761807,4.46935114761807,4.426965236663818,4.426965236663818,211600,0.0,0.0
2001-03-09 00:00:00-05:00,4.426965666517005,4.429320489480504,4.403418335155124,4.4222564697265625,269600,0.0,0.0
2001-03-12 00:00:00-05:00,4.422256676406453,4.450513655015959,4.391644425586815,4.40341854095459,106400,0.0,0.0
2001-03-13 00:00:00-05:00,4.4387393662898775,4.4387393662898775,4.34454870223999,4.34454870223999,671600,0.0,0.0
2001-03-14 00:00:00-05:00,4.344546498391658,4.368093815606949,4.20796999251605,4.215034008026123,455600,0.0,0.0
2001-03-15 00:00:00-05:00,4.1914891772745175,4.1914891772745175,4.038429262494874,4.104362964630127,1160400,0.0,0.0
2001-03-16 00:00:00-05:00,4.132619190135431,4.191488411927312,4.085524082183838,4.085524082183838,402800,0.0,0.0
2001-03-19 00:00:00-05:00,4.038426830279448,4.1797129931133625,4.038426830279448,4.050200939178467,1173600,0.0,0.0
2001-03-20 00:00:00-05:00,4.061978086405122,4.134975827706875,4.003108838776062,4.026656627655029,222000,0.0,0.0
2001-03-21 00:00:00-05:00,4.026655817400656,4.050203601541276,3.8265003259103296,3.9206910133361816,135200,0.0,0.0
2001-03-22 00:00:00-05:00,4.061975652775363,4.203261852264404,4.0031064404163,4.203261852264404,2125600,0.0,0.0
2001-03-23 00:00:00-05:00,4.215037721015785,4.309228420257568,4.215037721015785,4.309228420257568,757600,0.0,0.0
2001-03-26 00:00:00-05:00,4.34454767304792,4.356321334838867,4.304516594167728,4.356321334838867,207600,0.0,0.0
2001-03-27 00:00:00-05:00,4.332772805242056,4.3445469141126285,4.269193964749951,4.3209991455078125,435200,0.0,0.0
2001-03-28 00:00:00-05:00,4.30922616502885,4.332773939799765,4.203261852264404,4.203261852264404,420800,0.0,0.0
2001-03-29 00:00:00-05:00,4.191490426597749,4.191490426597749,4.073751926422119,4.073751926422119,535200,0.0,0.0
2001-03-30 00:00:00-05:00,4.073748960492053,4.356321334838867,4.073748960492053,4.356321334838867,1308800,0.0,0.0
2001-04-02 00:00:00-04:00,4.33277152573784,4.33277152573784,4.167938092453496,4.191485404968262,685600,0.0,0.0
2001-04-03 00:00:00-04:00,4.191488012161951,4.238583564758301,4.109071468823053,4.238583564758301,192800,0.0,0.0
2001-04-04 00:00:00-04:00,4.2032613777212555,4.238582811321656,4.179713605608856,4.236227989196777,606000,0.0,0.0
2001-04-05 00:00:00-04:00,4.238584934746469,4.266842365264893,4.222101620750982,4.266842365264893,629200,0.0,0.0
2001-04-06 00:00:00-04:00,4.255068542094726,4.459933692351391,4.238585226962846,4.4387407302856445,476000,0.0,0.0
2001-04-09 00:00:00-04:00,4.441092325746787,4.464639645027456,4.344546879459798,4.382223129272461,113600,0.0,0.0
2001-04-10 00:00:00-04:00,4.405771014607396,4.497607278319186,4.405771014607396,4.485833168029785,954400,0.0,0.0
2001-04-11 00:00:00-04:00,4.5918001666237895,4.9214677810668945,4.5918001666237895,4.9214677810668945,1570000,0.0,0.0
2001-04-12 00:00:00-04:00,4.867305897881689,5.262907028198242,4.867305897881689,5.262907028198242,689200,0.0,0.0
2001-04-16 00:00:00-04:00,5.251134040734837,5.251134040734837,5.053333433273554,5.062752723693848,368000,0.0,0.0
2001-04-17 00:00:00-04:00,5.039204946779602,5.121621941411218,4.959142774753059,5.062752723693848,581200,0.0,0.0
2001-04-18 00:00:00-04:00,4.945014492891318,5.041559978012085,4.945014492891318,5.010948181152344,285200,0.0,0.0
2001-04-19 00:00:00-04:00,4.9873993022951355,5.010947074985653,4.86259642143088,5.001527786254883,121600,0.0,0.0
2001-04-20 00:00:00-04:00,5.039205138887415,5.133395800998707,4.933240812438401,4.945014476776123,1139600,0.0,0.0
2001-04-23 00:00:00-04:00,4.968563347045882,4.968563347045882,4.909694114140449,4.9214677810668945,946400,0.0,0.0
2001-04-24 00:00:00-04:00,4.916758134641675,4.928532250704724,4.886146331150956,4.9214677810668945,626000,0.0,0.0
2001-04-25 00:00:00-04:00,4.921467568334478,4.980336798695265,4.921467568334478,4.956789016723633,326000,0.0,0.0
2001-04-26 00:00:00-04:00,4.959140973678334,4.980333920290593,4.923819545703345,4.940302848815918,469200,0.0,0.0
2001-04-27 00:00:00-04:00,4.942659654081278,4.947369299470968,4.926176344353864,4.945014476776123,549200,0.0,0.0
2001-04-30 00:00:00-04:00,4.897917311237754,5.086299022676965,4.886143650769959,4.980334281921387,946800,0.0,0.0
2001-05-01 00:00:00-04:00,4.98033447478244,5.740924468346182,4.98033447478244,5.618476867675781,889200,0.0,0.0
2001-05-02 00:00:00-04:00,5.651444110940009,5.875147286652621,5.463062820229912,5.759763240814209,547600,0.0,0.0
2001-05-03 00:00:00-04:00,5.7220887592968666,5.745636540230976,5.604350303762885,5.6514458656311035,289200,0.0,0.0
2001-05-04 00:00:00-04:00,5.616121499092272,5.6985384649464885,5.604347390178052,5.646733283996582,521600,0.0,0.0
2001-05-07 00:00:00-04:00,5.6749937691443675,5.7691844457787465,5.6749937691443675,5.743281841278076,176000,0.0,0.0
2001-05-08 00:00:00-04:00,5.769183782095763,5.926953315734863,5.769183782095763,5.926953315734863,920000,0.0,0.0
2001-05-09 00:00:00-04:00,5.910468228689179,5.910468228689179,5.710312843322754,5.710312843322754,213200,0.0,0.0
2001-05-10 00:00:00-04:00,5.663218228143307,5.686766003657909,5.578446865081787,5.578446865081787,161600,0.0,0.0
2001-05-11 00:00:00-04:00,5.601997632334325,5.601997632334325,5.415970600471639,5.418325424194336,71600,0.0,0.0
2001-05-14 00:00:00-04:00,5.451288103502282,5.6749912543733805,5.30529273169838,5.667926788330078,136400,0.0,0.0
2001-05-15 00:00:00-04:00,5.696229704483632,5.894359472455576,5.696229704483632,5.825957775115967,244800,0.01,0.0
2001-05-16 00:00:00-04:00,5.814164703731838,5.943892788531972,5.778784480562328,5.908512115478516,309600,0.0,0.0
2001-05-17 00:00:00-04:00,5.925025221120363,6.179763540108481,5.925025221120363,6.156176567077637,278800,0.0,0.0
2001-05-18 00:00:00-04:00,6.132587432861328,6.17976136229845,6.12551120848058,6.132587432861328,119600,0.0,0.0
2001-05-21 00:00:00-04:00,6.10900309442521,6.20335054397583,6.061829594591964,6.20335054397583,113600,0.0,0.0
2001-05-22 00:00:00-04:00,6.250522136688233,6.533564828491849,6.186837463549826,6.250522136688232,606800,0.0,0.0
2001-05-23 00:00:00-04:00,6.238729742326081,6.250523001998886,6.097208376832321,6.109001636505127,323200,0.0,0.0
2001-05-24 00:00:00-04:00,6.109003501613783,6.109003501613783,5.81416742093856,5.920308589935303,375200,0.0,0.0
2001-05-25 00:00:00-04:00,5.9203074209164495,5.991067886352539,5.9203074209164495,5.991067886352539,251600,0.0,0.0
2001-05-29 00:00:00-04:00,5.979275478322739,6.073622928990424,5.967481765811696,6.002862453460693,271200,0.0,0.0
2001-05-30 00:00:00-04:00,6.002862867158178,6.1325905645311325,6.002862867158178,6.12315559387207,334000,0.0,0.0
2001-05-31 00:00:00-04:00,6.132590069283897,6.297698443410575,6.132590069283897,6.20335054397583,350400,0.0,0.0
